Country_Name,Type,NetworkAccessType,NetworkType,YearQuarter,MeasureValue,Unit,Year,Quarter
Japan,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,4490221.0,Subscriptions,2024,Q2
Japan,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,4631914.0,Subscriptions,2024,Q4
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,11830.0,Subscriptions,2018,Q2
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,10037.0,Subscriptions,2018,Q4
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,9426.0,Subscriptions,2019,Q2
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,8512.0,Subscriptions,2019,Q4
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,7811.0,Subscriptions,2020,Q2
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,7641.0,Subscriptions,2020,Q4
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,7470.0,Subscriptions,2021,Q2
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,6851.0,Subscriptions,2021,Q4
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,7146.0,Subscriptions,2022,Q2
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,7308.0,Subscriptions,2022,Q4
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,7570.0,Subscriptions,2023,Q2
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,7092.0,Subscriptions,2023,Q4
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,6904.0,Subscriptions,2024,Q2
Latvia,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,6793.0,Subscriptions,2024,Q4
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,52858.0,Subscriptions,2018,Q2
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,46765.0,Subscriptions,2018,Q4
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,45096.0,Subscriptions,2019,Q2
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,42564.0,Subscriptions,2019,Q4
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,43311.0,Subscriptions,2020,Q2
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,42621.0,Subscriptions,2020,Q4
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,41516.0,Subscriptions,2021,Q2
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,37906.0,Subscriptions,2021,Q4
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,34750.0,Subscriptions,2022,Q2
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,31878.0,Subscriptions,2022,Q4
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,30987.0,Subscriptions,2023,Q2
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,29605.0,Subscriptions,2023,Q4
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,28299.0,Subscriptions,2024,Q2
Lithuania,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,27676.0,Subscriptions,2024,Q4
Luxembourg,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,5900.0,Subscriptions,2024,Q4
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,137250.0,Subscriptions,2018,Q2
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,100049.0,Subscriptions,2018,Q4
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,93087.0,Subscriptions,2019,Q2
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,62710.0,Subscriptions,2019,Q4
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,90992.0,Subscriptions,2020,Q2
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,78913.0,Subscriptions,2020,Q4
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,68475.0,Subscriptions,2021,Q2
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,67079.0,Subscriptions,2021,Q4
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,56456.0,Subscriptions,2022,Q2
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,56556.0,Subscriptions,2022,Q4
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,9710.0,Subscriptions,2023,Q2
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,54384.0,Subscriptions,2023,Q4
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,51189.0,Subscriptions,2024,Q2
Mexico,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,50954.0,Subscriptions,2024,Q4
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,165821.0,Subscriptions,2018,Q2
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,172936.0,Subscriptions,2018,Q4
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,190702.0,Subscriptions,2019,Q2
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,191785.0,Subscriptions,2019,Q4
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,220775.0,Subscriptions,2020,Q2
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,240314.0,Subscriptions,2020,Q4
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,276493.0,Subscriptions,2021,Q2
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,296141.0,Subscriptions,2021,Q4
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,315374.0,Subscriptions,2022,Q2
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,337649.0,Subscriptions,2022,Q4
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,370098.0,Subscriptions,2023,Q2
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,381553.0,Subscriptions,2023,Q4
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,390273.0,Subscriptions,2024,Q2
New Zealand,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,401031.0,Subscriptions,2024,Q4
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,41035.0,Subscriptions,2018,Q2
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,37899.0,Subscriptions,2018,Q4
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,38805.0,Subscriptions,2019,Q2
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,54717.0,Subscriptions,2019,Q4
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,92476.0,Subscriptions,2020,Q2
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,119493.0,Subscriptions,2020,Q4
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,145634.0,Subscriptions,2021,Q2
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,160015.0,Subscriptions,2021,Q4
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,183186.0,Subscriptions,2022,Q2
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,212768.0,Subscriptions,2022,Q4
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,221208.0,Subscriptions,2023,Q2
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,227091.0,Subscriptions,2023,Q4
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,228043.0,Subscriptions,2024,Q2
Norway,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,224033.0,Subscriptions,2024,Q4
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,796301.0,Subscriptions,2018,Q2
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,869385.0,Subscriptions,2018,Q4
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,872691.0,Subscriptions,2019,Q2
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,792808.0,Subscriptions,2019,Q4
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,797774.0,Subscriptions,2020,Q2
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,774897.0,Subscriptions,2020,Q4
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,777286.0,Subscriptions,2021,Q2
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,738842.0,Subscriptions,2021,Q4
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,745972.0,Subscriptions,2022,Q2
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,713170.0,Subscriptions,2022,Q4
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,687832.0,Subscriptions,2023,Q2
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,591709.0,Subscriptions,2023,Q4
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,443502.0,Subscriptions,2024,Q2
Poland,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,532510.0,Subscriptions,2024,Q4
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,280529.0,Subscriptions,2018,Q2
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,282355.0,Subscriptions,2018,Q4
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,273648.0,Subscriptions,2019,Q2
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,276100.0,Subscriptions,2019,Q4
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,284223.0,Subscriptions,2020,Q2
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,286421.0,Subscriptions,2020,Q4
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,278993.0,Subscriptions,2021,Q2
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,268298.0,Subscriptions,2021,Q4
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,258416.0,Subscriptions,2022,Q2
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,251469.0,Subscriptions,2022,Q4
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,244616.0,Subscriptions,2023,Q2
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,241390.0,Subscriptions,2023,Q4
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,237163.0,Subscriptions,2024,Q2
Portugal,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,232295.0,Subscriptions,2024,Q4
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,356749.0,Subscriptions,2018,Q2
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,374405.0,Subscriptions,2018,Q4
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,394373.0,Subscriptions,2019,Q2
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,408094.0,Subscriptions,2019,Q4
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,426883.0,Subscriptions,2020,Q2
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,451113.0,Subscriptions,2020,Q4
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,467374.0,Subscriptions,2021,Q2
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,470440.0,Subscriptions,2021,Q4
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,480662.0,Subscriptions,2022,Q2
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,491168.0,Subscriptions,2022,Q4
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,481023.0,Subscriptions,2023,Q2
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,463306.0,Subscriptions,2023,Q4
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,457390.0,Subscriptions,2024,Q2
Slovak Republic,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,452428.0,Subscriptions,2024,Q4
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,4451.0,Subscriptions,2018,Q2
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,4258.0,Subscriptions,2018,Q4
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,4109.0,Subscriptions,2019,Q2
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,3846.0,Subscriptions,2019,Q4
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,3664.0,Subscriptions,2020,Q2
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,3399.0,Subscriptions,2020,Q4
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,3126.0,Subscriptions,2021,Q2
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,2611.0,Subscriptions,2021,Q4
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,1758.0,Subscriptions,2022,Q2
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,1353.0,Subscriptions,2022,Q4
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,1070.0,Subscriptions,2023,Q2
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,39568.0,Subscriptions,2023,Q4
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,42822.0,Subscriptions,2024,Q2
Slovenia,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,50459.0,Subscriptions,2024,Q4
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,181502.0,Subscriptions,2018,Q2
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,192022.0,Subscriptions,2018,Q4
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,251519.0,Subscriptions,2019,Q2
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,262897.0,Subscriptions,2019,Q4
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,272985.0,Subscriptions,2020,Q2
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,271587.0,Subscriptions,2020,Q4
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,265512.0,Subscriptions,2021,Q2
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,253829.0,Subscriptions,2021,Q4
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,266345.0,Subscriptions,2022,Q2
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,298040.0,Subscriptions,2022,Q4
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,521381.0,Subscriptions,2023,Q2
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,533936.0,Subscriptions,2023,Q4
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,583771.0,Subscriptions,2024,Q2
Spain,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,634546.0,Subscriptions,2024,Q4
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,9789.0,Subscriptions,2018,Q2
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,6685.0,Subscriptions,2018,Q4
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,6673.0,Subscriptions,2019,Q2
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,6687.0,Subscriptions,2019,Q4
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,6172.0,Subscriptions,2020,Q2
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,7738.0,Subscriptions,2020,Q4
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,7719.0,Subscriptions,2021,Q2
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,7282.0,Subscriptions,2021,Q4
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,8011.0,Subscriptions,2022,Q2
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,7735.0,Subscriptions,2022,Q4
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,8074.0,Subscriptions,2023,Q2
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,296500.0,Subscriptions,2023,Q4
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,310604.0,Subscriptions,2024,Q2
Sweden,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,356239.0,Subscriptions,2024,Q4
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,203.0,Subscriptions,2018,Q2
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,199.0,Subscriptions,2018,Q4
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,176.0,Subscriptions,2019,Q2
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,152.0,Subscriptions,2019,Q4
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,81.0,Subscriptions,2020,Q2
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,9.0,Subscriptions,2020,Q4
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,5.0,Subscriptions,2021,Q2
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,3.0,Subscriptions,2022,Q2
Switzerland,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,6.0,Subscriptions,2022,Q4
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,1950.0,Subscriptions,2021,Q2
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,52071.0,Subscriptions,2021,Q4
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,215180.0,Subscriptions,2022,Q2
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,197910.0,Subscriptions,2022,Q4
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,412635.0,Subscriptions,2023,Q2
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,483456.0,Subscriptions,2023,Q4
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,538203.0,Subscriptions,2024,Q2
United Kingdom,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,604592.0,Subscriptions,2024,Q4
United States,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,1413000.0,Subscriptions,2018,Q2
United States,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,1464000.0,Subscriptions,2018,Q4
United States,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,1567000.0,Subscriptions,2019,Q2
United States,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,1660000.0,Subscriptions,2019,Q4
United States,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,1838000.0,Subscriptions,2020,Q2
United States,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,2054000.0,Subscriptions,2020,Q4
United States,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,2430000.0,Subscriptions,2021,Q2
United States,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,2912000.0,Subscriptions,2021,Q4
United States,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,3659000.0,Subscriptions,2022,Q2
United States,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,4831000.0,Subscriptions,2022,Q4
United States,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,6432000.0,Subscriptions,2023,Q2
United States,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,7748000.0,Subscriptions,2023,Q4
United States,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,8931000.0,Subscriptions,2024,Q2
United States,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,9850000.0,Subscriptions,2024,Q4
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,7651189.0,Subscriptions,2018,Q2
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,8148650.0,Subscriptions,2018,Q4
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,8683322.0,Subscriptions,2019,Q2
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,9390360.0,Subscriptions,2019,Q4
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,10077747.0,Subscriptions,2020,Q2
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,10596745.0,Subscriptions,2020,Q4
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,11349659.0,Subscriptions,2021,Q2
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,12079267.0,Subscriptions,2021,Q4
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,13112429.0,Subscriptions,2022,Q2
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,15458155.0,Subscriptions,2022,Q4
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,21804831.0,Subscriptions,2023,Q2
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,23985535.0,Subscriptions,2023,Q4
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,25613233.0,Subscriptions,2024,Q2
OECD,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,27194373.0,Subscriptions,2024,Q4
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,2970212.0,Subscriptions,2018,Q2
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,2681081.0,Subscriptions,2018,Q4
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,2633086.0,Subscriptions,2019,Q2
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,2477298.0,Subscriptions,2019,Q4
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,2392211.0,Subscriptions,2020,Q2
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,2339155.0,Subscriptions,2020,Q4
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,1809489.0,Subscriptions,2021,Q2
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,1768430.0,Subscriptions,2021,Q4
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,1657653.0,Subscriptions,2022,Q2
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,1586415.0,Subscriptions,2022,Q4
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,1399935.0,Subscriptions,2023,Q2
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,1463035.0,Subscriptions,2023,Q4
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,1514491.0,Subscriptions,2024,Q2
Brazil,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,1559209.0,Subscriptions,2024,Q4
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,111497.0,Subscriptions,2018,Q2
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,128673.0,Subscriptions,2018,Q4
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,138633.0,Subscriptions,2019,Q2
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,152717.0,Subscriptions,2019,Q4
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,164522.0,Subscriptions,2020,Q2
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,186241.0,Subscriptions,2020,Q4
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q2,213020.0,Subscriptions,2021,Q2
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,247796.0,Subscriptions,2021,Q4
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q2,277670.0,Subscriptions,2022,Q2
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,329991.0,Subscriptions,2022,Q4
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,377752.0,Subscriptions,2023,Q2
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,430433.0,Subscriptions,2023,Q4
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,470674.0,Subscriptions,2024,Q2
Bulgaria,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,539546.0,Subscriptions,2024,Q4
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,126777.0,Subscriptions,2018,Q4
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,155091.0,Subscriptions,2019,Q4
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,28830.0,Subscriptions,2020,Q4
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,28141.0,Subscriptions,2021,Q4
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,34129.0,Subscriptions,2022,Q4
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q2,35492.0,Subscriptions,2023,Q2
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,36326.0,Subscriptions,2023,Q4
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q2,51608.0,Subscriptions,2024,Q2
Croatia,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,299906.0,Subscriptions,2024,Q4
Peru,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,15841.0,Subscriptions,2018,Q4
Peru,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,2052.0,Subscriptions,2019,Q4
Peru,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,1443.0,Subscriptions,2020,Q4
Peru,Subscriptions,Fixed wireless access,Fixed broadband,2021-Q4,1191.0,Subscriptions,2021,Q4
Peru,Subscriptions,Fixed wireless access,Fixed broadband,2022-Q4,703.0,Subscriptions,2022,Q4
Peru,Subscriptions,Fixed wireless access,Fixed broadband,2023-Q4,327.0,Subscriptions,2023,Q4
Peru,Subscriptions,Fixed wireless access,Fixed broadband,2024-Q4,218.0,Subscriptions,2024,Q4
Romania,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q2,24863.0,Subscriptions,2018,Q2
Romania,Subscriptions,Fixed wireless access,Fixed broadband,2018-Q4,24258.0,Subscriptions,2018,Q4
Romania,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q2,23792.0,Subscriptions,2019,Q2
Romania,Subscriptions,Fixed wireless access,Fixed broadband,2019-Q4,22262.0,Subscriptions,2019,Q4
Romania,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q2,20490.0,Subscriptions,2020,Q2
Romania,Subscriptions,Fixed wireless access,Fixed broadband,2020-Q4,27610.0,Subscriptions,2020,Q4
